episodes_total,timesteps_total,time_this_iter_s,info/num_steps_sampled,timesteps_since_restore,iterations_since_restore,episodes_this_iter,sampler_perf/mean_env_wait_ms,info/opt_samples,sampler_perf/mean_processing_ms,time_since_restore,date,training_iteration,info/sample_time_ms,info/num_steps_trained,time_total_s,episode_len_mean,info/opt_peak_throughput,episode_reward_mean,info/grad_time_ms,sampler_perf/mean_inference_ms,episode_reward_max,hostname,info/sample_peak_throughput,info/update_time_ms,timestamp,pid,node_ip,episode_reward_min,timesteps_this_iter,experiment_id,done
6017,1613703,0.30493879318237305,1613703,1613703,2099,3,0.6935314124967978,689.4,0.30623283785411176,675.4513368606567,2019-12-18_11-21-35,2099,311.229,1613703,675.4513368606567,68.02,158484.69,-31.165000000000617,4.35,0.5778075384688867,587.5,zack-XPS-15-9560,2215.088,0.001,1576696895,11562,10.142.78.137,-437.2999999999994,667,c3fc92d7f4874dea9e1921f76f825b97,False
6019,1614346,0.2996535301208496,1614346,1614346,2100,2,0.693526100943846,675.2,0.3062320938004831,675.7509903907776,2019-12-18_11-21-35,2100,308.001,1614346,675.7509903907776,68.05,157664.098,-29.10000000000061,4.283,0.577813055324082,587.5,zack-XPS-15-9560,2192.202,0.001,1576696895,11562,10.142.78.137,-437.2999999999994,643,c3fc92d7f4874dea9e1921f76f825b97,False
6023,1614924,0.2878072261810303,1614924,1614924,2101,4,0.6935133413685557,662.1,0.30623019557592246,676.0387976169586,2019-12-18_11-21-35,2101,304.36,1614924,676.0387976169586,67.78,155354.152,-24.900000000000595,4.262,0.5778233702454836,587.5,zack-XPS-15-9560,2175.387,0.001,1576696895,11562,10.142.78.137,-437.2999999999994,578,c3fc92d7f4874dea9e1921f76f825b97,False
6026,1615537,0.3025033473968506,1615537,1615537,2102,3,0.6935027795856158,656.9,0.30622857290377253,676.3413009643555,2019-12-18_11-21-35,2102,303.701,1615537,676.3413009643555,67.67,154131.445,-14.720000000000578,4.262,0.5778312028307753,587.5,zack-XPS-15-9560,2162.98,0.001,1576696895,11562,10.142.78.137,-437.2999999999994,613,c3fc92d7f4874dea9e1921f76f825b97,False
6029,1616357,0.35138964653015137,1616357,1616357,2103,3,0.6934937709078224,678.1,0.30622792854678615,676.6926906108856,2019-12-18_11-21-36,2103,308.44,1616357,676.6926906108856,67.29,154861.62,-10.684000000000573,4.379,0.5778391659159174,587.5,zack-XPS-15-9560,2198.485,0.001,1576696896,11562,10.142.78.137,-437.2999999999994,820,c3fc92d7f4874dea9e1921f76f825b97,False
6032,1617279,0.36775875091552734,1617279,1617279,2104,3,0.6934877146910478,689.2,0.3062283996944709,677.0604493618011,2019-12-18_11-21-36,2104,309.19,1617279,677.0604493618011,67.38,154967.343,-16.991000000000533,4.447,0.5778473039003743,587.5,zack-XPS-15-9560,2229.047,0.001,1576696896,11562,10.142.78.137,-437.2999999999994,922,c3fc92d7f4874dea9e1921f76f825b97,False
6034,1618003,0.3387315273284912,1618003,1618003,2105,2,0.6934845934178111,691.1,0.30622896327258364,677.3991808891296,2019-12-18_11-21-36,2105,311.95,1618003,677.3991808891296,67.36,154364.289,-21.099000000000522,4.477,0.577853129652358,587.5,zack-XPS-15-9560,2215.416,0.001,1576696896,11562,10.142.78.137,-437.2999999999994,724,c3fc92d7f4874dea9e1921f76f825b97,False
6038,1618754,0.3564486503601074,1618754,1618754,2106,4,0.6934769179254565,699.9,0.30622980449078285,677.7556295394897,2019-12-18_11-21-37,2106,316.316,1618754,677.7556295394897,66.95,154532.567,-6.899000000000552,4.529,0.5778607989229124,587.5,zack-XPS-15-9560,2212.66,0.001,1576696897,11562,10.142.78.137,-434.79999999999905,751,c3fc92d7f4874dea9e1921f76f825b97,False
6041,1619434,0.32770657539367676,1619434,1619434,2107,3,0.6934705552160989,702.6,0.3062304733835957,678.0833361148834,2019-12-18_11-21-37,2107,317.749,1619434,678.0833361148834,66.72,155555.332,1.1909999999994005,4.517,0.5778669087496787,587.5,zack-XPS-15-9560,2211.177,0.001,1576696897,11562,10.142.78.137,-434.79999999999905,680,c3fc92d7f4874dea9e1921f76f825b97,False
6044,1620201,0.32921576499938965,1620201,1620201,2108,3,0.6934640684876123,716.5,0.30623105071981893,678.4125518798828,2019-12-18_11-21-37,2108,321.33,1620201,678.4125518798828,66.98,154908.186,-2.8870000000005893,4.625,0.5778726601671957,587.5,zack-XPS-15-9560,2229.796,0.001,1576696897,11562,10.142.78.137,-434.79999999999905,767,c3fc92d7f4874dea9e1921f76f825b97,False
6047,1620935,0.3322477340698242,1620935,1620935,2109,3,0.6934586805366899,723.2,0.3062325478489482,678.7447996139526,2019-12-18_11-21-38,2109,324.037,1620935,678.7447996139526,66.76,155633.121,-2.8830000000005724,4.647,0.5778783538113927,587.5,zack-XPS-15-9560,2231.844,0.001,1576696898,11562,10.142.78.137,-434.79999999999905,734,c3fc92d7f4874dea9e1921f76f825b97,False
6050,1621609,0.31047606468200684,1621609,1621609,2110,3,0.693454471235022,726.3,0.30623482325277346,679.0552756786346,2019-12-18_11-21-38,2110,325.071,1621609,679.0552756786346,65.74,155067.828,5.233999999999383,4.684,0.5778839811309696,587.5,zack-XPS-15-9560,2234.284,0.001,1576696898,11562,10.142.78.137,-434.79999999999905,674,c3fc92d7f4874dea9e1921f76f825b97,False
6053,1622280,0.326141357421875,1622280,1622280,2111,3,0.6934487540256749,735.6,0.30623675109030585,679.3814170360565,2019-12-18_11-21-38,2111,328.895,1622280,679.3814170360565,65.57,156636.41,7.469999999999413,4.696,0.5778899169548191,587.5,zack-XPS-15-9560,2236.579,0.001,1576696898,11562,10.142.78.137,-434.79999999999905,671,c3fc92d7f4874dea9e1921f76f825b97,False
6056,1622991,0.3305630683898926,1622991,1622991,2112,3,0.6934430361361963,745.4,0.3062390444287206,679.7119801044464,2019-12-18_11-21-39,2112,331.639,1622991,679.7119801044464,65.38,156742.564,7.466999999999403,4.756,0.5778957054192941,587.5,zack-XPS-15-9560,2247.627,0.001,1576696899,11562,10.142.78.137,-434.79999999999905,711,c3fc92d7f4874dea9e1921f76f825b97,False
6058,1623759,0.4438474178314209,1623759,1623759,2113,2,0.6934421049961492,740.2,0.306241442253645,680.1558275222778,2019-12-18_11-21-39,2113,340.885,1623759,680.1558275222778,65.68,155788.134,1.394999999999425,4.751,0.5779012866000596,587.5,zack-XPS-15-9560,2171.404,0.002,1576696899,11562,10.142.78.137,-434.79999999999905,768,c3fc92d7f4874dea9e1921f76f825b97,False
6060,1624457,0.33051490783691406,1624457,1624457,2114,2,0.6934408513720465,717.8,0.30624363410850064,680.4863424301147,2019-12-18_11-21-40,2114,337.202,1624457,680.4863424301147,66.35,152659.352,-12.872000000000543,4.702,0.5779071471517155,587.5,zack-XPS-15-9560,2128.694,0.002,1576696900,11562,10.142.78.137,-631.3000000000002,698,c3fc92d7f4874dea9e1921f76f825b97,False
6063,1624979,0.2664351463317871,1624979,1624979,2115,3,0.6934364746130137,697.6,0.3062460938483198,680.7527775764465,2019-12-18_11-21-40,2115,330.106,1624979,680.7527775764465,67.16,152535.253,-6.868000000000568,4.573,0.5779157692842574,587.5,zack-XPS-15-9560,2113.262,0.002,1576696900,11562,10.142.78.137,-631.3000000000002,522,c3fc92d7f4874dea9e1921f76f825b97,False
6065,1625588,0.29047203063964844,1625588,1625588,2116,2,0.6934331152508897,683.4,0.30624743312422653,681.0432496070862,2019-12-18_11-21-40,2116,323.584,1625588,681.0432496070862,66.76,151777.149,-6.775000000000551,4.503,0.5779214758871352,587.5,zack-XPS-15-9560,2111.973,0.002,1576696900,11562,10.142.78.137,-631.3000000000002,609,c3fc92d7f4874dea9e1921f76f825b97,False
6069,1626265,0.3169288635253906,1626265,1626265,2117,4,0.6934263859624465,683.1,0.3062504318068307,681.3601784706116,2019-12-18_11-21-40,2117,322.512,1626265,681.3601784706116,67.12,151596.537,-2.7850000000005526,4.506,0.5779329275641262,587.5,zack-XPS-15-9560,2118.058,0.001,1576696900,11562,10.142.78.137,-631.3000000000002,677,c3fc92d7f4874dea9e1921f76f825b97,False
6071,1626840,0.30768251419067383,1626840,1626840,2118,2,0.6934223110940892,663.9,0.30625176708613283,681.6678609848022,2019-12-18_11-21-41,2118,320.429,1626840,681.6678609848022,67.68,149735.354,-4.876000000000555,4.434,0.5779390072408183,587.5,zack-XPS-15-9560,2071.912,0.001,1576696901,11562,10.142.78.137,-631.3000000000002,575,c3fc92d7f4874dea9e1921f76f825b97,False
6073,1627506,0.31308484077453613,1627506,1627506,2119,2,0.6934182637307938,657.1,0.30625298166291415,681.9809458255768,2019-12-18_11-21-41,2119,318.576,1627506,681.9809458255768,68.04,150231.782,-8.976000000000528,4.374,0.5779450970255886,587.5,zack-XPS-15-9560,2062.616,0.001,1576696901,11562,10.142.78.137,-631.3000000000002,666,c3fc92d7f4874dea9e1921f76f825b97,False
6076,1628223,0.3194141387939453,1628223,1628223,2120,3,0.6934124671563043,661.4,0.30625489480966583,682.3003599643707,2019-12-18_11-21-41,2120,319.508,1628223,682.3003599643707,68.03,152152.907,-10.999000000000557,4.347,0.5779542365251819,587.5,zack-XPS-15-9560,2070.055,0.001,1576696901,11562,10.142.78.137,-631.3000000000002,717,c3fc92d7f4874dea9e1921f76f825b97,False
6078,1628872,0.3040504455566406,1628872,1628872,2121,2,0.693407205934546,659.2,0.30625554654595444,682.6044104099274,2019-12-18_11-21-42,2121,317.312,1628872,682.6044104099274,67.87,152269.834,-13.043000000000545,4.329,0.5779598654773465,587.5,zack-XPS-15-9560,2077.449,0.001,1576696902,11562,10.142.78.137,-631.3000000000002,649,c3fc92d7f4874dea9e1921f76f825b97,False
6081,1629524,0.30031776428222656,1629524,1629524,2122,3,0.6933978728417179,653.3,0.3062560597501168,682.9047281742096,2019-12-18_11-21-42,2122,314.335,1629524,682.9047281742096,68.52,152361.981,-9.000000000000554,4.288,0.5779680264776129,587.5,zack-XPS-15-9560,2078.357,0.001,1576696902,11562,10.142.78.137,-631.3000000000002,652,c3fc92d7f4874dea9e1921f76f825b97,False
6084,1630393,0.36118268966674805,1630393,1630393,2123,3,0.6933906989434188,663.4,0.3062573885500477,683.2659108638763,2019-12-18_11-21-42,2123,306.043,1630393,683.2659108638763,68.84,153680.955,-21.249000000000493,4.317,0.5779764456925609,587.5,zack-XPS-15-9560,2167.671,0.001,1576696902,11562,10.142.78.137,-631.3000000000002,869,c3fc92d7f4874dea9e1921f76f825b97,False
6087,1631140,0.3304758071899414,1631140,1631140,2124,3,0.6933836804279363,668.3,0.3062588453114106,683.5963866710663,2019-12-18_11-21-43,2124,306.099,1631140,683.5963866710663,69.01,156573.292,-23.36800000000049,4.268,0.5779850990612188,587.5,zack-XPS-15-9560,2183.281,0.001,1576696903,11562,10.142.78.137,-631.3000000000002,747,c3fc92d7f4874dea9e1921f76f825b97,False
6090,1631951,0.3673081398010254,1631951,1631951,2125,3,0.6933782616155183,697.2,0.3062609974826536,683.9636948108673,2019-12-18_11-21-43,2125,316.021,1631951,683.9636948108673,68.9,157462.563,-23.36200000000049,4.428,0.5779942490402507,587.5,zack-XPS-15-9560,2206.181,0.001,1576696903,11562,10.142.78.137,-631.3000000000002,811,c3fc92d7f4874dea9e1921f76f825b97,False
6093,1632723,0.3465588092803955,1632723,1632723,2126,3,0.693374110832912,713.5,0.30626376725754456,684.3102536201477,2019-12-18_11-21-43,2126,321.551,1632723,684.3102536201477,69.01,158399.19,-17.404000000000476,4.504,0.5780037530653876,587.5,zack-XPS-15-9560,2218.93,0.001,1576696903,11562,10.142.78.137,-631.3000000000002,772,c3fc92d7f4874dea9e1921f76f825b97,False
6095,1633370,0.29494190216064453,1633370,1633370,2127,2,0.693370999841131,710.5,0.30626541191672635,684.6051955223083,2019-12-18_11-21-44,2127,319.273,1633370,684.6051955223083,68.99,155094.772,-23.53800000000047,4.581,0.578009969692005,587.5,zack-XPS-15-9560,2225.366,0.001,1576696904,11562,10.142.78.137,-631.3000000000002,647,c3fc92d7f4874dea9e1921f76f825b97,False
6098,1634005,0.29885149002075195,1634005,1634005,2128,3,0.6933653856748644,716.5,0.3062673548794001,684.9040470123291,2019-12-18_11-21-44,2128,318.418,1634005,684.9040470123291,68.9,157149.593,-27.56300000000042,4.559,0.5780189444110878,587.5,zack-XPS-15-9560,2250.188,0.001,1576696904,11562,10.142.78.137,-631.3000000000002,635,c3fc92d7f4874dea9e1921f76f825b97,False
6100,1634477,0.2482149600982666,1634477,1634477,2129,2,0.6933587109794851,697.1,0.30626749357568483,685.1522619724274,2019-12-18_11-21-44,2129,312.004,1634477,685.1522619724274,69.08,155417.257,-27.32000000000041,4.485,0.5780244352216473,587.5,zack-XPS-15-9560,2234.263,0.001,1576696904,11562,10.142.78.137,-631.3000000000002,472,c3fc92d7f4874dea9e1921f76f825b97,False
6103,1635090,0.2981584072113037,1635090,1635090,2130,3,0.693348119688394,686.7,0.30626736879640226,685.4504203796387,2019-12-18_11-21-45,2130,309.903,1635090,685.4504203796387,70.3,154128.417,-21.442000000000448,4.455,0.5780327269215988,587.5,zack-XPS-15-9560,2215.851,0.001,1576696905,11562,10.142.78.137,-631.3000000000002,613,c3fc92d7f4874dea9e1921f76f825b97,False
6106,1635602,0.27783918380737305,1635602,1635602,2131,3,0.6933358744090927,673.0,0.30626653249995905,685.728259563446,2019-12-18_11-21-45,2131,307.357,1635602,685.728259563446,70.46,153323.733,-15.456000000000467,4.389,0.578041029426839,587.5,zack-XPS-15-9560,2189.635,0.001,1576696905,11562,10.142.78.137,-631.3000000000002,512,c3fc92d7f4874dea9e1921f76f825b97,False
6108,1636355,0.3272886276245117,1636355,1636355,2132,2,0.6933281158415787,683.1,0.3062658262270215,686.0555481910706,2019-12-18_11-21-45,2132,309.997,1636355,686.0555481910706,70.93,153587.517,-19.74100000000047,4.448,0.5780467606926031,587.0999999999999,zack-XPS-15-9560,2203.566,0.001,1576696905,11562,10.142.78.137,-631.3000000000002,753,c3fc92d7f4874dea9e1921f76f825b97,False
6111,1636941,0.28556108474731445,1636941,1636941,2133,3,0.693315110446142,654.8,0.30626401364402556,686.3411092758179,2019-12-18_11-21-45,2133,302.545,1636941,686.3411092758179,71.85,151025.573,-9.879000000000495,4.336,0.5780552694661342,587.0999999999999,zack-XPS-15-9560,2164.303,0.001,1576696905,11562,10.142.78.137,-631.3000000000002,586,c3fc92d7f4874dea9e1921f76f825b97,False
6114,1637596,0.3055851459503174,1637596,1637596,2134,3,0.6933025062846727,645.6,0.30626238450953147,686.6466944217682,2019-12-18_11-21-46,2134,300.126,1637596,686.6466944217682,71.46,151315.012,-11.798000000000506,4.267,0.5780641571410707,587.0999999999999,zack-XPS-15-9560,2151.096,0.001,1576696906,11562,10.142.78.137,-631.3000000000002,655,c3fc92d7f4874dea9e1921f76f825b97,False
6117,1638300,0.3164064884185791,1638300,1638300,2135,3,0.6932905308485927,634.9,0.3062609058649871,686.9631009101868,2019-12-18_11-21-46,2135,295.076,1638300,686.9631009101868,71.88,150157.242,-19.925000000000487,4.228,0.578073077191996,587.0999999999999,zack-XPS-15-9560,2151.645,0.001,1576696906,11562,10.142.78.137,-631.3000000000002,704,c3fc92d7f4874dea9e1921f76f825b97,False
6119,1638946,0.3058590888977051,1638946,1638946,2136,2,0.6932826520192021,622.3,0.3062600266899206,687.2689599990845,2019-12-18_11-21-46,2136,291.033,1638946,687.2689599990845,71.97,148072.33,-21.872000000000465,4.203,0.5780791041726051,587.0999999999999,zack-XPS-15-9560,2138.245,0.001,1576696906,11562,10.142.78.137,-631.3000000000002,646,c3fc92d7f4874dea9e1921f76f825b97,False
6122,1639665,0.3194599151611328,1639665,1639665,2137,3,0.6932724000531602,629.5,0.3062590895290808,687.5884199142456,2019-12-18_11-21-47,2137,293.566,1639665,687.5884199142456,72.33,152718.197,-38.092000000000446,4.122,0.5780884554202896,587.0999999999999,zack-XPS-15-9560,2144.325,0.001,1576696907,11562,10.142.78.137,-631.3000000000002,719,c3fc92d7f4874dea9e1921f76f825b97,False
6125,1640300,0.29753565788269043,1640300,1640300,2138,3,0.6932617835837378,629.5,0.3062580985660948,687.8859555721283,2019-12-18_11-21-47,2138,293.41,1640300,687.8859555721283,72.55,151796.293,-46.27700000000039,4.147,0.5780974373883856,587.0999999999999,zack-XPS-15-9560,2145.462,0.001,1576696907,11562,10.142.78.137,-631.3000000000002,635,c3fc92d7f4874dea9e1921f76f825b97,False
6128,1640971,0.30887627601623535,1640971,1640971,2139,3,0.6932500225975227,649.4,0.3062563853714028,688.1948318481445,2019-12-18_11-21-47,2139,299.409,1640971,688.1948318481445,72.67,154207.416,-56.32700000000035,4.211,0.5781064787302268,586.6999999999998,zack-XPS-15-9560,2168.939,0.001,1576696907,11562,10.142.78.137,-631.3000000000002,671,c3fc92d7f4874dea9e1921f76f825b97,False
6131,1641704,0.32035160064697266,1641704,1641704,2140,3,0.693236271101962,661.4,0.30625384506298947,688.5151834487915,2019-12-18_11-21-48,2140,301.601,1641704,688.5151834487915,72.66,155939.261,-54.131000000000384,4.241,0.5781154272711908,586.6999999999998,zack-XPS-15-9560,2192.967,0.001,1576696908,11562,10.142.78.137,-631.3000000000002,733,c3fc92d7f4874dea9e1921f76f825b97,False
6134,1642394,0.31122612953186035,1642394,1642394,2141,3,0.6932207954051718,679.2,0.30625075361206355,688.8264095783234,2019-12-18_11-21-48,2141,304.881,1642394,688.8264095783234,72.55,158244.851,-43.929000000000435,4.292,0.5781240945480053,586.6999999999998,zack-XPS-15-9560,2227.755,0.001,1576696908,11562,10.142.78.137,-631.3000000000002,690,c3fc92d7f4874dea9e1921f76f825b97,False
6137,1643002,0.28356099128723145,1643002,1643002,2142,3,0.6932023953401166,664.7,0.30624621037897337,689.1099705696106,2019-12-18_11-21-48,2142,300.612,1643002,689.1099705696106,72.57,158689.586,-39.933000000000476,4.189,0.5781316833243632,586.6999999999998,zack-XPS-15-9560,2211.156,0.001,1576696908,11562,10.142.78.137,-631.3000000000002,608,c3fc92d7f4874dea9e1921f76f825b97,False
6139,1643693,0.31908082962036133,1643693,1643693,2143,2,0.6931900962328639,675.2,0.30624295864682194,689.429051399231,2019-12-18_11-21-49,2143,303.918,1643693,689.429051399231,73.14,159425.911,-46.07900000000045,4.235,0.5781367398220992,385.3999999999998,zack-XPS-15-9560,2221.65,0.001,1576696909,11562,10.142.78.137,-631.3000000000002,691,c3fc92d7f4874dea9e1921f76f825b97,False
6142,1644271,0.28154540061950684,1644271,1644271,2144,3,0.6931697440003995,667.5,0.30623734448549966,689.7105967998505,2019-12-18_11-21-49,2144,301.549,1644271,689.7105967998505,73.55,158955.432,-46.086000000000475,4.199,0.5781438409727727,385.3999999999998,zack-XPS-15-9560,2213.569,0.001,1576696909,11562,10.142.78.137,-631.3000000000002,578,c3fc92d7f4874dea9e1921f76f825b97,False
6144,1644952,0.3070554733276367,1644952,1644952,2145,2,0.6931556987987981,665.2,0.3062332872976476,690.0176522731781,2019-12-18_11-21-49,2145,300.644,1644952,690.0176522731781,73.69,159479.786,-44.06000000000047,4.171,0.5781484796388102,385.3999999999998,zack-XPS-15-9560,2212.582,0.001,1576696909,11562,10.142.78.137,-631.3000000000002,681,c3fc92d7f4874dea9e1921f76f825b97,False
6147,1645475,0.39807820320129395,1645475,1645475,2146,3,0.6931356054381662,652.9,0.30622743238877453,690.4157304763794,2019-12-18_11-21-50,2146,309.932,1645475,690.4157304763794,74.06,159027.014,-43.976000000000475,4.106,0.5781588568903511,385.3999999999998,zack-XPS-15-9560,2106.594,0.001,1576696910,11562,10.142.78.137,-631.3000000000002,523,c3fc92d7f4874dea9e1921f76f825b97,False
6149,1646231,0.3194549083709717,1646231,1646231,2147,2,0.693122640436632,656.6,0.30622366185587657,690.7351853847504,2019-12-18_11-21-50,2147,309.855,1646231,690.7351853847504,74.21,156924.62,-44.08900000000049,4.184,0.5781656305311704,385.3999999999998,zack-XPS-15-9560,2119.056,0.001,1576696910,11562,10.142.78.137,-631.3000000000002,756,c3fc92d7f4874dea9e1921f76f825b97,False
6152,1647040,0.33040738105773926,1647040,1647040,2148,3,0.6931038216866486,674.0,0.3062181318784212,691.0655927658081,2019-12-18_11-21-50,2148,313.113,1647040,691.0655927658081,74.4,159816.432,-48.321000000000474,4.217,0.5781754341459301,385.3999999999998,zack-XPS-15-9560,2152.575,0.001,1576696910,11562,10.142.78.137,-631.3000000000002,809,c3fc92d7f4874dea9e1921f76f825b97,False
6156,1647860,0.33459997177124023,1647860,1647860,2149,4,0.6930793712588406,688.9,0.30621086883004733,691.4001927375793,2019-12-18_11-21-51,2149,315.582,1647860,691.4001927375793,73.96,159392.761,-40.24500000000047,4.322,0.5781881547268868,585.7999999999998,zack-XPS-15-9560,2182.947,0.001,1576696911,11562,10.142.78.137,-631.3000000000002,820,c3fc92d7f4874dea9e1921f76f825b97,False
6158,1648640,0.3217804431915283,1648640,1648640,2150,2,0.6930644926225398,693.6,0.3062061609820652,691.7219731807709,2019-12-18_11-21-51,2150,315.696,1648640,691.7219731807709,73.82,159318.364,-36.2370000000005,4.354,0.5781923903468147,585.7999999999998,zack-XPS-15-9560,2197.047,0.001,1576696911,11562,10.142.78.137,-631.3000000000002,780,c3fc92d7f4874dea9e1921f76f825b97,False
6161,1649492,0.3492085933685303,1649492,1649492,2151,3,0.6930443550345546,709.8,0.3061997200894917,692.0711817741394,2019-12-18_11-21-51,2151,319.388,1649492,692.0711817741394,73.63,159009.394,-34.27600000000051,4.464,0.5781985480437636,585.7999999999998,zack-XPS-15-9560,2222.378,0.001,1576696911,11562,10.142.78.137,-435.4999999999991,852,c3fc92d7f4874dea9e1921f76f825b97,False
6164,1650132,0.31380248069763184,1650132,1650132,2152,3,0.6930256946018126,713.0,0.30619402886999564,692.384984254837,2019-12-18_11-21-52,2152,322.357,1650132,692.384984254837,73.42,157827.896,-36.33500000000052,4.518,0.5782052377862439,585.7999999999998,zack-XPS-15-9560,2211.833,0.001,1576696912,11562,10.142.78.137,-435.4999999999991,640,c3fc92d7f4874dea9e1921f76f825b97,False
6166,1650840,0.2964808940887451,1650840,1650840,2153,2,0.693013420041899,714.7,0.30619019486557486,692.6814651489258,2019-12-18_11-21-52,2153,320.058,1650840,692.6814651489258,73.15,156738.408,-42.38400000000046,4.56,0.578209468465283,585.7999999999998,zack-XPS-15-9560,2233.033,0.001,1576696912,11562,10.142.78.137,-435.4999999999991,708,c3fc92d7f4874dea9e1921f76f825b97,False
6169,1651634,0.33405423164367676,1651634,1651634,2154,3,0.6929960626288709,736.3,0.30618453380013677,693.0155193805695,2019-12-18_11-21-52,2154,325.179,1651634,693.0155193805695,73.57,157054.966,-42.642000000000515,4.688,0.5782156732848172,585.7999999999998,zack-XPS-15-9560,2264.291,0.001,1576696912,11562,10.142.78.137,-436.1999999999987,794,c3fc92d7f4874dea9e1921f76f825b97,False
6173,1652230,0.28655099868774414,1652230,1652230,2155,4,0.6929725721329427,727.8,0.3061771308595241,693.3020703792572,2019-12-18_11-21-52,2155,323.126,1652230,693.3020703792572,72.29,155159.039,-40.27800000000048,4.691,0.578222602742542,585.7999999999998,zack-XPS-15-9560,2252.376,0.001,1576696912,11562,10.142.78.137,-436.1999999999987,596,c3fc92d7f4874dea9e1921f76f825b97,False
6175,1652856,0.2806994915008545,1652856,1652856,2156,2,0.6929598362705862,738.1,0.3061730636480657,693.582769870758,2019-12-18_11-21-53,2156,311.393,1652856,693.582769870758,72.07,157430.905,-38.128000000000455,4.688,0.5782258540397425,585.7999999999998,zack-XPS-15-9560,2370.318,0.001,1576696913,11562,10.142.78.137,-436.1999999999987,626,c3fc92d7f4874dea9e1921f76f825b97,False
6178,1653683,0.3376960754394531,1653683,1653683,2157,3,0.6929420091493013,745.2,0.3061677122536106,693.9204659461975,2019-12-18_11-21-53,2157,313.253,1653683,693.9204659461975,72.62,160268.859,-40.28600000000042,4.65,0.5782306324326578,585.7999999999998,zack-XPS-15-9560,2378.905,0.001,1576696913,11562,10.142.78.137,-436.9999999999993,827,c3fc92d7f4874dea9e1921f76f825b97,False
6181,1654406,0.30829834938049316,1654406,1654406,2158,3,0.6929250114425565,736.6,0.30616274750200584,694.228764295578,2019-12-18_11-21-53,2158,311.089,1654406,694.228764295578,72.17,160117.973,-40.377000000000436,4.6,0.5782351921989762,585.7999999999998,zack-XPS-15-9560,2367.809,0.001,1576696913,11562,10.142.78.137,-436.9999999999993,723,c3fc92d7f4874dea9e1921f76f825b97,False
6184,1655158,0.32155632972717285,1655158,1655158,2159,3,0.6929063242904328,729.8,0.306157125392822,694.5503206253052,2019-12-18_11-21-54,2159,309.825,1655158,694.5503206253052,71.83,160013.961,-22.156000000000468,4.561,0.5782393483824545,586.3999999999999,zack-XPS-15-9560,2355.525,0.001,1576696914,11562,10.142.78.137,-436.9999999999993,752,c3fc92d7f4874dea9e1921f76f825b97,False
6188,1655712,0.2842550277709961,1655712,1655712,2160,4,0.6928777097019269,707.2,0.3061484476944587,694.8345756530762,2019-12-18_11-21-54,2160,306.194,1655712,694.8345756530762,71.46,159319.572,-21.794000000000473,4.439,0.5782445519230672,586.3999999999999,zack-XPS-15-9560,2309.647,0.001,1576696914,11562,10.142.78.137,-436.9999999999993,554,c3fc92d7f4874dea9e1921f76f825b97,False
6190,1656519,0.3311748504638672,1656519,1656519,2161,2,0.6928628279131138,702.7,0.3061437736117935,695.16575050354,2019-12-18_11-21-54,2161,304.395,1656519,695.16575050354,71.54,158591.16,-15.75300000000049,4.431,0.5782468989491399,586.3999999999999,zack-XPS-15-9560,2308.515,0.001,1576696914,11562,10.142.78.137,-436.9999999999993,807,c3fc92d7f4874dea9e1921f76f825b97,False
6192,1657095,0.41449546813964844,1657095,1657095,2162,2,0.6928485749171093,696.3,0.30613934700841355,695.5802459716797,2019-12-18_11-21-55,2162,314.402,1657095,695.5802459716797,71.87,155563.87,-17.804000000000507,4.476,0.5782514815230655,586.3999999999999,zack-XPS-15-9560,2214.679,0.001,1576696915,11562,10.142.78.137,-436.9999999999993,576,c3fc92d7f4874dea9e1921f76f825b97,False
6195,1657920,0.3737783432006836,1657920,1657920,2163,3,0.6928301724048427,708.0,0.3061334076989739,695.9540243148804,2019-12-18_11-21-55,2163,322.133,1657920,695.9540243148804,72.44,158247.789,-22.05600000000053,4.474,0.5782595602894921,586.3999999999999,zack-XPS-15-9560,2197.848,0.001,1576696915,11562,10.142.78.137,-436.9999999999993,825,c3fc92d7f4874dea9e1921f76f825b97,False
6198,1658545,0.284365177154541,1658545,1658545,2164,3,0.6928114291156107,691.1,0.306127462978531,696.2383894920349,2019-12-18_11-21-55,2164,317.242,1658545,696.2383894920349,72.4,157373.786,-23.94900000000054,4.391,0.5782676479790099,586.3999999999999,zack-XPS-15-9560,2178.464,0.001,1576696915,11562,10.142.78.137,-436.9999999999993,625,c3fc92d7f4874dea9e1921f76f825b97,False
6201,1659236,0.3058500289916992,1659236,1659236,2165,3,0.6927956483700486,700.6,0.30612283357813014,696.5442395210266,2019-12-18_11-21-56,2165,319.141,1659236,696.5442395210266,71.72,158546.33,-20.026000000000575,4.419,0.5782759878526137,586.3999999999999,zack-XPS-15-9560,2195.265,0.001,1576696916,11562,10.142.78.137,-436.9999999999993,691,c3fc92d7f4874dea9e1921f76f825b97,False
6203,1659707,0.2580890655517578,1659707,1659707,2166,2,0.6927836749800802,685.1,0.30611920643003887,696.8023285865784,2019-12-18_11-21-56,2166,316.928,1659707,696.8023285865784,71.6,156779.515,-17.965000000000558,4.37,0.5782813883559068,586.3999999999999,zack-XPS-15-9560,2161.689,0.001,1576696916,11562,10.142.78.137,-436.9999999999993,471,c3fc92d7f4874dea9e1921f76f825b97,False
