timesteps_this_iter,info/opt_peak_throughput,done,episode_reward_max,episode_len_mean,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_env_wait_ms,info/sample_time_ms,info/opt_samples,timesteps_total,hostname,info/num_steps_sampled,info/update_time_ms,timesteps_since_restore,timestamp,training_iteration,episodes_this_iter,time_this_iter_s,iterations_since_restore,episode_reward_min,date,time_total_s,time_since_restore,pid,episode_reward_mean,info/num_steps_trained,experiment_id,episodes_total,info/grad_time_ms,node_ip,info/sample_peak_throughput
400,123822.754,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,278.707,532.6,694456,zack-XPS-15-9560,694456,0.001,694456,1576698960,1200,0,0.2549397945404053,1200,-1046.999999999998,2019-12-18_11-56-00,311.8533992767334,311.8533992767334,14336,162.9759999999801,694456,a9b21437e7334a98a7a8412aedf56ff3,667,4.301,10.142.78.137,1910.968
400,121051.074,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,271.002,512.6,694856,zack-XPS-15-9560,694856,0.001,694856,1576698960,1201,0,0.22409963607788086,1201,-1046.999999999998,2019-12-18_11-56-00,312.0774989128113,312.0774989128113,14336,162.9759999999801,694856,a9b21437e7334a98a7a8412aedf56ff3,667,4.235,10.142.78.137,1891.496
400,119164.061,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,269.299,492.6,695256,zack-XPS-15-9560,695256,0.002,695256,1576698961,1202,0,0.2409508228302002,1202,-1046.999999999998,2019-12-18_11-56-01,312.3184497356415,312.3184497356415,14336,162.9759999999801,695256,a9b21437e7334a98a7a8412aedf56ff3,667,4.134,10.142.78.137,1829.191
400,117172.349,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,264.503,472.6,695656,zack-XPS-15-9560,695656,0.002,695656,1576698961,1203,0,0.22771120071411133,1203,-1046.999999999998,2019-12-18_11-56-01,312.5461609363556,312.5461609363556,14336,162.9759999999801,695656,a9b21437e7334a98a7a8412aedf56ff3,667,4.033,10.142.78.137,1786.746
400,117023.406,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,261.417,452.6,696056,zack-XPS-15-9560,696056,0.002,696056,1576698961,1204,0,0.24413132667541504,1204,-1046.999999999998,2019-12-18_11-56-01,312.790292263031,312.790292263031,14336,162.9759999999801,696056,a9b21437e7334a98a7a8412aedf56ff3,667,3.868,10.142.78.137,1731.33
400,117434.431,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,257.64,432.6,696456,zack-XPS-15-9560,696456,0.002,696456,1576698961,1205,0,0.23404502868652344,1205,-1046.999999999998,2019-12-18_11-56-01,313.02433729171753,313.02433729171753,14336,162.9759999999801,696456,a9b21437e7334a98a7a8412aedf56ff3,667,3.684,10.142.78.137,1679.085
400,116610.503,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,251.027,412.6,696856,zack-XPS-15-9560,696856,0.002,696856,1576698962,1206,0,0.22949647903442383,1206,-1046.999999999998,2019-12-18_11-56-02,313.25383377075195,313.25383377075195,14336,162.9759999999801,696856,a9b21437e7334a98a7a8412aedf56ff3,667,3.538,10.142.78.137,1643.65
400,118491.532,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,241.475,400.0,697256,zack-XPS-15-9560,697256,0.002,697256,1576698962,1207,0,0.23094582557678223,1207,-1046.999999999998,2019-12-18_11-56-02,313.48477959632874,313.48477959632874,14336,162.9759999999801,697256,a9b21437e7334a98a7a8412aedf56ff3,667,3.376,10.142.78.137,1656.483
400,121149.129,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,235.509,400.0,697656,zack-XPS-15-9560,697656,0.002,697656,1576698962,1208,0,0.23181700706481934,1208,-1046.999999999998,2019-12-18_11-56-02,313.71659660339355,313.71659660339355,14336,162.9759999999801,697656,a9b21437e7334a98a7a8412aedf56ff3,667,3.302,10.142.78.137,1698.452
400,127680.487,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,230.537,400.0,698056,zack-XPS-15-9560,698056,0.002,698056,1576698962,1209,0,0.22533822059631348,1209,-1046.999999999998,2019-12-18_11-56-02,313.94193482398987,313.94193482398987,14336,162.9759999999801,698056,a9b21437e7334a98a7a8412aedf56ff3,667,3.133,10.142.78.137,1735.076
400,126783.163,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,227.895,400.0,698456,zack-XPS-15-9560,698456,0.002,698456,1576698963,1210,0,0.22874975204467773,1210,-1046.999999999998,2019-12-18_11-56-03,314.17068457603455,314.17068457603455,14336,162.9759999999801,698456,a9b21437e7334a98a7a8412aedf56ff3,667,3.155,10.142.78.137,1755.194
400,128895.875,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,228.065,400.0,698856,zack-XPS-15-9560,698856,0.002,698856,1576698963,1211,0,0.22520232200622559,1211,-1046.999999999998,2019-12-18_11-56-03,314.39588689804077,314.39588689804077,14336,162.9759999999801,698856,a9b21437e7334a98a7a8412aedf56ff3,667,3.103,10.142.78.137,1753.89
400,129164.801,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,226.182,400.0,699256,zack-XPS-15-9560,699256,0.001,699256,1576698963,1212,0,0.22203350067138672,1212,-1046.999999999998,2019-12-18_11-56-03,314.61792039871216,314.61792039871216,14336,162.9759999999801,699256,a9b21437e7334a98a7a8412aedf56ff3,667,3.097,10.142.78.137,1768.487
400,129820.45,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,225.843,400.0,699656,zack-XPS-15-9560,699656,0.001,699656,1576698963,1213,0,0.22412919998168945,1213,-1046.999999999998,2019-12-18_11-56-03,314.84204959869385,314.84204959869385,14336,162.9759999999801,699656,a9b21437e7334a98a7a8412aedf56ff3,667,3.081,10.142.78.137,1771.145
400,128898.846,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,224.466,400.0,700056,zack-XPS-15-9560,700056,0.001,700056,1576698963,1214,0,0.23057174682617188,1214,-1046.999999999998,2019-12-18_11-56-03,315.07262134552,315.07262134552,14336,162.9759999999801,700056,a9b21437e7334a98a7a8412aedf56ff3,667,3.103,10.142.78.137,1782.007
400,126839.715,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,224.303,400.0,700456,zack-XPS-15-9560,700456,0.001,700456,1576698964,1215,0,0.2330305576324463,1215,-1046.999999999998,2019-12-18_11-56-04,315.30565190315247,315.30565190315247,14336,162.9759999999801,700456,a9b21437e7334a98a7a8412aedf56ff3,667,3.154,10.142.78.137,1783.304
400,126118.878,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,224.503,400.0,700856,zack-XPS-15-9560,700856,0.001,700856,1576698964,1216,0,0.2315824031829834,1216,-1046.999999999998,2019-12-18_11-56-04,315.53723430633545,315.53723430633545,14336,162.9759999999801,700856,a9b21437e7334a98a7a8412aedf56ff3,667,3.172,10.142.78.137,1781.717
400,127517.451,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,224.468,400.0,701256,zack-XPS-15-9560,701256,0.001,701256,1576698964,1217,0,0.23015594482421875,1217,-1046.999999999998,2019-12-18_11-56-04,315.76739025115967,315.76739025115967,14336,162.9759999999801,701256,a9b21437e7334a98a7a8412aedf56ff3,667,3.137,10.142.78.137,1781.995
400,126147.327,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,222.784,400.0,701656,zack-XPS-15-9560,701656,0.001,701656,1576698964,1218,0,0.21527314186096191,1218,-1046.999999999998,2019-12-18_11-56-04,315.98266339302063,315.98266339302063,14336,162.9759999999801,701656,a9b21437e7334a98a7a8412aedf56ff3,667,3.171,10.142.78.137,1795.46
400,125103.209,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,222.244,400.0,702056,zack-XPS-15-9560,702056,0.001,702056,1576698965,1219,0,0.22021222114562988,1219,-1046.999999999998,2019-12-18_11-56-05,316.20287561416626,316.20287561416626,14336,162.9759999999801,702056,a9b21437e7334a98a7a8412aedf56ff3,667,3.197,10.142.78.137,1799.827
400,126719.004,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,221.715,400.0,702456,zack-XPS-15-9560,702456,0.001,702456,1576698965,1220,0,0.22303366661071777,1220,-1046.999999999998,2019-12-18_11-56-05,316.425909280777,316.425909280777,14336,162.9759999999801,702456,a9b21437e7334a98a7a8412aedf56ff3,667,3.157,10.142.78.137,1804.117
400,126422.992,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,221.407,400.0,702856,zack-XPS-15-9560,702856,0.001,702856,1576698965,1221,0,0.22220349311828613,1221,-1046.999999999998,2019-12-18_11-56-05,316.64811277389526,316.64811277389526,14336,162.9759999999801,702856,a9b21437e7334a98a7a8412aedf56ff3,667,3.164,10.142.78.137,1806.63
400,126201.414,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,221.319,400.0,703256,zack-XPS-15-9560,703256,0.001,703256,1576698965,1222,0,0.2211921215057373,1222,-1046.999999999998,2019-12-18_11-56-05,316.869304895401,316.869304895401,14336,162.9759999999801,703256,a9b21437e7334a98a7a8412aedf56ff3,667,3.17,10.142.78.137,1807.348
400,127070.279,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,221.225,400.0,703656,zack-XPS-15-9560,703656,0.001,703656,1576698965,1223,0,0.22295451164245605,1223,-1046.999999999998,2019-12-18_11-56-05,317.09225940704346,317.09225940704346,14336,162.9759999999801,703656,a9b21437e7334a98a7a8412aedf56ff3,667,3.148,10.142.78.137,1808.114
400,127600.858,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,220.834,400.0,704056,zack-XPS-15-9560,704056,0.001,704056,1576698966,1224,0,0.2265317440032959,1224,-1046.999999999998,2019-12-18_11-56-06,317.31879115104675,317.31879115104675,14336,162.9759999999801,704056,a9b21437e7334a98a7a8412aedf56ff3,667,3.135,10.142.78.137,1811.314
400,129685.981,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,220.891,400.0,704456,zack-XPS-15-9560,704456,0.001,704456,1576698966,1225,0,0.23302054405212402,1225,-1046.999999999998,2019-12-18_11-56-06,317.5518116950989,317.5518116950989,14336,162.9759999999801,704456,a9b21437e7334a98a7a8412aedf56ff3,667,3.084,10.142.78.137,1810.846
400,130152.796,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,220.127,400.0,704856,zack-XPS-15-9560,704856,0.001,704856,1576698966,1226,0,0.22391676902770996,1226,-1046.999999999998,2019-12-18_11-56-06,317.7757284641266,317.7757284641266,14336,162.9759999999801,704856,a9b21437e7334a98a7a8412aedf56ff3,667,3.073,10.142.78.137,1817.136
400,130392.533,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,218.655,400.0,705256,zack-XPS-15-9560,705256,0.001,705256,1576698966,1227,0,0.21544671058654785,1227,-1046.999999999998,2019-12-18_11-56-06,317.99117517471313,317.99117517471313,14336,162.9759999999801,705256,a9b21437e7334a98a7a8412aedf56ff3,667,3.068,10.142.78.137,1829.364
400,132183.165,False,859.7999999999728,985.13,0.2448252317365535,0.5759318290720875,0.4864183453662301,220.332,400.0,705656,zack-XPS-15-9560,705656,0.001,705656,1576698967,1228,0,0.23163533210754395,1228,-1046.999999999998,2019-12-18_11-56-07,318.2228105068207,318.2228105068207,14336,162.9759999999801,705656,a9b21437e7334a98a7a8412aedf56ff3,667,3.026,10.142.78.137,1815.446
1080,138244.543,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.48575528056383244,233.871,468.0,706736,zack-XPS-15-9560,706736,0.001,706736,1576698967,1229,1,0.3593168258666992,1229,-1338.400000000098,2019-12-18_11-56-07,318.5821273326874,318.5821273326874,14336,146.02599999997955,706736,a9b21437e7334a98a7a8412aedf56ff3,668,3.385,10.142.78.137,2001.107
1000,142202.621,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,246.975,528.0,707736,zack-XPS-15-9560,707736,0.001,707736,1576698967,1230,0,0.3574223518371582,1230,-1338.400000000098,2019-12-18_11-56-07,318.93954968452454,318.93954968452454,14336,146.02599999997955,707736,a9b21437e7334a98a7a8412aedf56ff3,668,3.713,10.142.78.137,2137.869
829,143624.868,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,256.052,570.9,708565,zack-XPS-15-9560,708565,0.001,708565,1576698968,1231,0,0.31566929817199707,1231,-1338.400000000098,2019-12-18_11-56-08,319.25521898269653,319.25521898269653,14336,146.02599999997955,708565,a9b21437e7334a98a7a8412aedf56ff3,668,3.975,10.142.78.137,2229.623
800,145927.678,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,266.39,610.9,709365,zack-XPS-15-9560,709365,0.001,709365,1576698968,1232,0,0.3266286849975586,1232,-1338.400000000098,2019-12-18_11-56-08,319.5818476676941,319.5818476676941,14336,146.02599999997955,709365,a9b21437e7334a98a7a8412aedf56ff3,668,4.186,10.142.78.137,2293.256
800,146089.271,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,272.883,650.9,710165,zack-XPS-15-9560,710165,0.001,710165,1576698968,1233,0,0.29065871238708496,1233,-1338.400000000098,2019-12-18_11-56-08,319.8725063800812,319.8725063800812,14336,146.02599999997955,710165,a9b21437e7334a98a7a8412aedf56ff3,668,4.455,10.142.78.137,2385.272
800,144554.696,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,281.875,690.9,710965,zack-XPS-15-9560,710965,0.001,710965,1576698969,1234,0,0.3197348117828369,1234,-1338.400000000098,2019-12-18_11-56-09,320.192241191864,320.192241191864,14336,146.02599999997955,710965,a9b21437e7334a98a7a8412aedf56ff3,668,4.78,10.142.78.137,2451.086
800,143233.042,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,289.068,730.9,711765,zack-XPS-15-9560,711765,0.001,711765,1576698969,1235,0,0.3082716464996338,1235,-1338.400000000098,2019-12-18_11-56-09,320.50051283836365,320.50051283836365,14336,146.02599999997955,711765,a9b21437e7334a98a7a8412aedf56ff3,668,5.103,10.142.78.137,2528.473
800,146126.023,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,295.528,770.9,712565,zack-XPS-15-9560,712565,0.001,712565,1576698969,1236,0,0.2902069091796875,1236,-1338.400000000098,2019-12-18_11-56-09,320.79071974754333,320.79071974754333,14336,146.02599999997955,712565,a9b21437e7334a98a7a8412aedf56ff3,668,5.276,10.142.78.137,2608.548
647,145606.197,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,301.009,795.6,713212,zack-XPS-15-9560,713212,0.001,713212,1576698969,1237,0,0.27219367027282715,1237,-1338.400000000098,2019-12-18_11-56-09,321.06291341781616,321.06291341781616,14336,146.02599999997955,713212,a9b21437e7334a98a7a8412aedf56ff3,668,5.464,10.142.78.137,2643.108
400,145446.902,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,301.588,795.6,713612,zack-XPS-15-9560,713612,0.001,713612,1576698970,1238,0,0.23755693435668945,1238,-1338.400000000098,2019-12-18_11-56-10,321.30047035217285,321.30047035217285,14336,146.02599999997955,713612,a9b21437e7334a98a7a8412aedf56ff3,668,5.47,10.142.78.137,2638.036
400,142595.008,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,288.611,727.6,714012,zack-XPS-15-9560,714012,0.001,714012,1576698970,1239,0,0.22578215599060059,1239,-1338.400000000098,2019-12-18_11-56-10,321.52625250816345,321.52625250816345,14336,146.02599999997955,714012,a9b21437e7334a98a7a8412aedf56ff3,668,5.103,10.142.78.137,2521.041
400,139181.911,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,276.163,667.6,714412,zack-XPS-15-9560,714412,0.001,714412,1576698970,1240,0,0.22987008094787598,1240,-1338.400000000098,2019-12-18_11-56-10,321.7561225891113,321.7561225891113,14336,146.02599999997955,714412,a9b21437e7334a98a7a8412aedf56ff3,668,4.797,10.142.78.137,2417.415
400,137596.519,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,267.666,624.7,714812,zack-XPS-15-9560,714812,0.001,714812,1576698970,1241,0,0.22805500030517578,1241,-1338.400000000098,2019-12-18_11-56-10,321.9841775894165,321.9841775894165,14336,146.02599999997955,714812,a9b21437e7334a98a7a8412aedf56ff3,668,4.54,10.142.78.137,2333.883
400,122301.271,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,257.324,584.7,715212,zack-XPS-15-9560,715212,0.001,715212,1576698971,1242,0,0.22574758529663086,1242,-1338.400000000098,2019-12-18_11-56-11,322.20992517471313,322.20992517471313,14336,146.02599999997955,715212,a9b21437e7334a98a7a8412aedf56ff3,668,4.781,10.142.78.137,2272.23
201,118397.256,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,247.009,524.8,715413,zack-XPS-15-9560,715413,0.001,715413,1576698971,1243,0,0.18397903442382812,1243,-1338.400000000098,2019-12-18_11-56-11,322.39390420913696,322.39390420913696,14336,146.02599999997955,715413,a9b21437e7334a98a7a8412aedf56ff3,668,4.433,10.142.78.137,2124.617
200,117548.146,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,233.294,464.8,715613,zack-XPS-15-9560,715613,0.001,715613,1576698971,1244,0,0.1776883602142334,1244,-1338.400000000098,2019-12-18_11-56-11,322.5715925693512,322.5715925693512,14336,146.02599999997955,715613,a9b21437e7334a98a7a8412aedf56ff3,668,3.954,10.142.78.137,1992.335
200,114681.913,False,859.7999999999728,1051.15,0.24448040296562307,0.5759088043570754,0.4857552805638323,218.903,404.8,715813,zack-XPS-15-9560,715813,0.001,715813,1576698971,1245,0,0.1599564552307129,1245,-1338.400000000098,2019-12-18_11-56-11,322.7315490245819,322.7315490245819,14336,146.02599999997955,715813,a9b21437e7334a98a7a8412aedf56ff3,668,3.53,10.142.78.137,1849.224
564,111265.897,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447465,215.262,381.2,716377,zack-XPS-15-9560,716377,0.001,716377,1576698971,1246,1,0.2528078556060791,1246,-1338.400000000098,2019-12-18_11-56-11,322.984356880188,322.984356880188,14336,140.62399999997876,716377,a9b21437e7334a98a7a8412aedf56ff3,669,3.426,10.142.78.137,1770.863
400,96201.49,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,210.137,356.5,716777,zack-XPS-15-9560,716777,0.001,716777,1576698972,1247,0,0.2236943244934082,1247,-1338.400000000098,2019-12-18_11-56-12,323.2080512046814,323.2080512046814,14336,140.62399999997876,716777,a9b21437e7334a98a7a8412aedf56ff3,669,3.706,10.142.78.137,1696.512
400,96257.846,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,209.131,356.5,717177,zack-XPS-15-9560,717177,0.001,717177,1576698972,1248,0,0.22740840911865234,1248,-1338.400000000098,2019-12-18_11-56-12,323.43545961380005,323.43545961380005,14336,140.62399999997876,717177,a9b21437e7334a98a7a8412aedf56ff3,669,3.704,10.142.78.137,1704.672
400,95524.227,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,209.496,356.5,717577,zack-XPS-15-9560,717577,0.001,717577,1576698972,1249,0,0.2296438217163086,1249,-1338.400000000098,2019-12-18_11-56-12,323.66510343551636,323.66510343551636,14336,140.62399999997876,717577,a9b21437e7334a98a7a8412aedf56ff3,669,3.732,10.142.78.137,1701.701
400,95582.847,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,207.854,356.5,717977,zack-XPS-15-9560,717977,0.001,717977,1576698972,1250,0,0.21336865425109863,1250,-1338.400000000098,2019-12-18_11-56-12,323.87847208976746,323.87847208976746,14336,140.62399999997876,717977,a9b21437e7334a98a7a8412aedf56ff3,669,3.73,10.142.78.137,1715.147
288,93528.781,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,204.092,345.3,718265,zack-XPS-15-9560,718265,0.001,718265,1576698973,1251,0,0.19004321098327637,1251,-1338.400000000098,2019-12-18_11-56-13,324.06851530075073,324.06851530075073,14336,140.62399999997876,718265,a9b21437e7334a98a7a8412aedf56ff3,669,3.692,10.142.78.137,1691.88
200,103598.841,False,859.7999999999728,1083.01,0.244134210487984,0.5758859215300588,0.48509199980447454,199.121,325.3,718465,zack-XPS-15-9560,718465,0.001,718465,1576698973,1252,0,0.17042255401611328,1252,-1338.400000000098,2019-12-18_11-56-13,324.23893785476685,324.23893785476685,14336,140.62399999997876,718465,a9b21437e7334a98a7a8412aedf56ff3,669,3.14,10.142.78.137,1633.68
502,108909.531,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,204.281,355.4,718967,zack-XPS-15-9560,718967,0.001,718967,1576698973,1253,1,0.23680329322814941,1253,-1338.400000000098,2019-12-18_11-56-13,324.475741147995,324.475741147995,14336,144.19499999997822,718967,a9b21437e7334a98a7a8412aedf56ff3,670,3.263,10.142.78.137,1739.764
400,110623.022,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,207.754,375.4,719367,zack-XPS-15-9560,719367,0.001,719367,1576698973,1254,0,0.21378326416015625,1254,-1338.400000000098,2019-12-18_11-56-13,324.68952441215515,324.68952441215515,14336,144.19499999997822,719367,a9b21437e7334a98a7a8412aedf56ff3,670,3.394,10.142.78.137,1806.945
400,112627.441,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,213.957,395.4,719767,zack-XPS-15-9560,719767,0.001,719767,1576698973,1255,0,0.22321176528930664,1255,-1338.400000000098,2019-12-18_11-56-13,324.91273617744446,324.91273617744446,14336,144.19499999997822,719767,a9b21437e7334a98a7a8412aedf56ff3,670,3.511,10.142.78.137,1848.032
400,110089.006,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,210.322,379.0,720167,zack-XPS-15-9560,720167,0.001,720167,1576698974,1256,0,0.21575570106506348,1256,-1338.400000000098,2019-12-18_11-56-14,325.1284918785095,325.1284918785095,14336,144.19499999997822,720167,a9b21437e7334a98a7a8412aedf56ff3,670,3.443,10.142.78.137,1802.002
400,125828.456,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,211.385,379.0,720567,zack-XPS-15-9560,720567,0.001,720567,1576698974,1257,0,0.23008251190185547,1257,-1338.400000000098,2019-12-18_11-56-14,325.3585743904114,325.3585743904114,14336,144.19499999997822,720567,a9b21437e7334a98a7a8412aedf56ff3,670,3.012,10.142.78.137,1792.934
400,126505.373,False,859.7999999999728,1096.87,0.24378422054993226,0.5758618053806803,0.48442101239023067,211.355,379.0,720967,zack-XPS-15-9560,720967,0.001,720967,1576698974,1258,0,0.22693514823913574,1258,-1338.400000000098,2019-12-18_11-56-14,325.5855095386505,325.5855095386505,14336,144.19499999997822,720967,a9b21437e7334a98a7a8412aedf56ff3,670,2.996,10.142.78.137,1793.192
806,132775.801,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,218.206,419.6,721773,zack-XPS-15-9560,721773,0.001,721773,1576698974,1259,1,0.2998349666595459,1259,-1338.400000000098,2019-12-18_11-56-14,325.88534450531006,325.88534450531006,14336,139.92599999997847,721773,a9b21437e7334a98a7a8412aedf56ff3,671,3.16,10.142.78.137,1922.957
456,132090.365,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,219.493,425.2,722229,zack-XPS-15-9560,722229,0.001,722229,1576698975,1260,0,0.2269136905670166,1260,-1338.400000000098,2019-12-18_11-56-15,326.1122581958771,326.1122581958771,14336,139.92599999997847,722229,a9b21437e7334a98a7a8412aedf56ff3,671,3.219,10.142.78.137,1937.192
400,134095.8,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,221.764,436.4,722629,zack-XPS-15-9560,722629,0.001,722629,1576698975,1261,0,0.21313881874084473,1261,-1338.400000000098,2019-12-18_11-56-15,326.3253970146179,326.3253970146179,14336,139.92599999997847,722629,a9b21437e7334a98a7a8412aedf56ff3,671,3.254,10.142.78.137,1967.857
400,136386.525,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,227.933,456.4,723029,zack-XPS-15-9560,723029,0.001,723029,1576698975,1262,0,0.2331230640411377,1262,-1338.400000000098,2019-12-18_11-56-15,326.55852007865906,326.55852007865906,14336,139.92599999997847,723029,a9b21437e7334a98a7a8412aedf56ff3,671,3.346,10.142.78.137,2002.344
400,131843.946,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,225.67,446.2,723429,zack-XPS-15-9560,723429,0.001,723429,1576698975,1263,0,0.21453094482421875,1263,-1338.400000000098,2019-12-18_11-56-15,326.7730510234833,326.7730510234833,14336,139.92599999997847,723429,a9b21437e7334a98a7a8412aedf56ff3,671,3.384,10.142.78.137,1977.22
400,130626.466,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,225.61,446.2,723829,zack-XPS-15-9560,723829,0.001,723829,1576698975,1264,0,0.21346116065979004,1264,-1338.400000000098,2019-12-18_11-56-15,326.98651218414307,326.98651218414307,14336,139.92599999997847,723829,a9b21437e7334a98a7a8412aedf56ff3,671,3.416,10.142.78.137,1977.751
400,129809.218,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,225.26,446.2,724229,zack-XPS-15-9560,724229,0.001,724229,1576698976,1265,0,0.21995830535888672,1265,-1338.400000000098,2019-12-18_11-56-16,327.20647048950195,327.20647048950195,14336,139.92599999997847,724229,a9b21437e7334a98a7a8412aedf56ff3,671,3.437,10.142.78.137,1980.82
400,131182.25,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,225.571,446.2,724629,zack-XPS-15-9560,724629,0.001,724629,1576698976,1266,0,0.21847152709960938,1266,-1338.400000000098,2019-12-18_11-56-16,327.42494201660156,327.42494201660156,14336,139.92599999997847,724629,a9b21437e7334a98a7a8412aedf56ff3,671,3.401,10.142.78.137,1978.095
400,131632.515,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,224.062,446.2,725029,zack-XPS-15-9560,725029,0.001,725029,1576698976,1267,0,0.21477365493774414,1267,-1338.400000000098,2019-12-18_11-56-16,327.6397156715393,327.6397156715393,14336,139.92599999997847,725029,a9b21437e7334a98a7a8412aedf56ff3,671,3.39,10.142.78.137,1991.411
400,130471.653,False,859.7999999999728,1098.27,0.2434377353189006,0.5758369298516932,0.48375802705075105,223.488,446.2,725429,zack-XPS-15-9560,725429,0.001,725429,1576698976,1268,0,0.2215428352355957,1268,-1338.400000000098,2019-12-18_11-56-16,327.8612585067749,327.8612585067749,14336,139.92599999997847,725429,a9b21437e7334a98a7a8412aedf56ff3,671,3.42,10.142.78.137,1996.528
